"","statistic","dm","p.value"
"sucC_b0728_st",-2.71986968955939,-0.568125015587867,0.034648772660092
"sulA_b0958_st",3.99478685881204,0.566480139727183,0.00716139271855451
"tdh_b3616_st",4.64453507688062,1.61224268955069,0.0035237486971163
"tmk_b1098_st",-3.23454460965828,-0.14441961482683,0.0178084907192937
"trmA_b3965_st",-2.89831570656955,-0.391203234622989,0.0273946014736258
"umuC_b1184_st",3.21970971614566,0.381230624512476,0.0181438146649418
"umuD_b1183_st",2.98325853348932,0.302348801304486,0.024533041024472
"valS_b4258_st",-2.85355915349866,-0.231703426380433,0.029045781694878
"wbbJ_b2033_st",-2.76816218664733,-0.360793183131237,0.032501326794189
"wcaK_b2045_st",-2.91322715574159,-0.202382473749551,0.0268672151974837
"wza_b2062_st",-3.98608646365741,-0.205084005414689,0.00723281043115139
"xseA_b2509_st",-4.042562774259,-0.299515124382623,0.006782997248875
"yabC_b0082_st",3.41567663437829,0.285525020631741,0.0142190624694921
"yafK_b0224_st",3.32575996967434,0.362544901615598,0.0158901803263457
"yagB_b0266_st",2.64622370247548,0.368614286600126,0.0382210398278304
"yahG_b0321_st",3.95724915158001,0.270106551289512,0.00747527182919774
"ybaS_b0485_st",2.58866536892115,0.150355517297166,0.0412858680343547
"ybcU_b0557_st",-2.71196489196335,-0.935748404730205,0.0350145212999213
"ybdB_b0597_st",-2.78046720608049,-0.209079902441742,0.0319772756621111
"ybfA_b0699_st",7.45384181047955,0.910996224326055,0.000300582127903307
"ybiU_b0821_st",2.54698634018969,0.280320936067707,0.0436676236227142
"yccA_b0970_st",3.28058672524012,0.731144694634427,0.0168102514133987
"yceB_b1063_st",2.96960285053746,0.484777522356877,0.0249703592345516
"ycgZ_b1164_st",2.80411033515559,0.137110329257403,0.030995644765992
"ycjJ_b1296_st",2.47041588716513,0.241671927308554,0.048430394372996
"ydeI_b1536_st",-2.70500877350195,-0.18816874320888,0.0353397924515085
"ydgR_b1634_st",5.05354044925573,2.34757042167145,0.00232547754054427
"ydiC_b1684_st",-3.07670295977906,-0.127103261122272,0.0217545919255335
"yecI_b1902_st",2.49411656195433,0.453508811614107,0.0469001409581187
"yecP_b1871_st",-3.14415960651481,-0.419771563709263,0.0199621631878205
"yeeF_b2014_st",-5.04963936541347,-0.879444390473536,0.00233446544355398
"yefJ_b2031_st",-3.55800531048847,-0.514104110090436,0.011955906631299
"yegD_b2069_st",-3.06048541921944,-0.207501341393117,0.0222111774380991
"yeiR_b2173_st",-2.7987296349876,-0.363267811488912,0.0312161633859696
"yfbT_b2293_st",2.65974371125596,0.494574252298801,0.0375368717191691
"yfdO_b2358_st",-2.62221376780096,-0.330442905905965,0.039469004737173
"yfeC_b2398_st",-3.56132154681354,-0.366737267256642,0.0119081539497199
"yfiA_b2597_st",3.02018455033883,1.20579579312734,0.0233915511124584
"ygfE_b2910_st",2.9270019278292,0.768032756136098,0.0263897699883285
"ygjU_b3089_st",3.21410932958052,0.849941185189511,0.0182721956901448
"yhaR_b3113_st",-2.54796517959059,-0.212363942412376,0.0436100474672388
"yhdG_b3260_st",-6.01556906988522,-0.4748933623915,0.00095150440099668
"yhgF_b3407_st",-3.01497120450097,-0.197374713139345,0.0235491568056316
"yhjE_b3523_st",-3.83299529004168,-1.19219736256065,0.00862899935991757
"yibP_b3613_st",-3.67006518014624,-0.289076760130177,0.0104534346661048
"yidC_b3705_st",-2.49637756972416,-0.519648585916244,0.0467568463558146
"yigF_b3817_st",-2.71934221706216,-0.189583027848951,0.0346730506517898
"yiiT_b3923_st",2.55142729365283,0.477614546936906,0.0434070474057852
"yijP_b3955_st",-2.54834049652613,-0.407357054104709,0.0435879923426494
"yjbA_b4030_st",3.38082637879924,0.670371328306871,0.0148426503175052
"yjbQ_b4056_st",2.58678009199962,0.428773394847768,0.0413905710337422
"yjdB_b4114_st",-3.06622788848848,-0.38585640922712,0.0220483238777025
"yjgW_b4274_st",-2.729392366581,-0.168965679256861,0.0342135872165622
"yjjK_b4391_st",-2.58078472416337,-0.384011069777795,0.0417254150972741
"yliJ_b0838_st",2.47825505101232,0.59809179594601,0.0479185063960349
"ynfM_b1596_st",2.80274169444656,0.399579662951222,0.0310515768836781
"yojL_b2214_st",-2.54082275621497,-0.103601119748291,0.044032025318467
"ytfK_b4217_st",7.81549357554911,2.64137844388281,0.000231537137148068
